Handle    	Owner               	Type                	Memory    
0x02a20290	clans.smx           	CellStack           	20        
0x02a30291	clans.smx           	CellStack           	20        
0x02a40292	clans.smx           	CellStack           	20        
0x02a50293	clans.smx           	CellStack           	20        
0x02a60294	clans.smx           	CellStack           	20        
0x02a70295	clans.smx           	CellStack           	20        
0x02a80296	clans.smx           	CellStack           	20        
0x02a90297	clans.smx           	CellStack           	20        
0x02aa0298	clans.smx           	CellStack           	20        
0x02ab0299	clans.smx           	CellStack           	20        
0x02ac029a	clans.smx           	CellStack           	20        
0x02ad029b	clans.smx           	CellStack           	20        
0x02ae029c	clans.smx           	CellStack           	20        
0x02af029d	clans.smx           	CellStack           	20        
0x02b0029e	clans.smx           	CellStack           	20        
0x02b1029f	clans.smx           	CellStack           	20        
0x02b202a0	clans.smx           	CellStack           	20        
0x02b302a1	clans.smx           	CellStack           	20        
0x02b402a2	clans.smx           	CellStack           	20        
0x02b502a3	clans.smx           	CellStack           	20        
0x02b602a4	clans.smx           	CellStack           	20        
0x02b702a5	clans.smx           	CellStack           	20        
0x02b802a6	clans.smx           	CellStack           	20        
0x02b902a7	clans.smx           	CellStack           	20        
0x02ba02a8	clans.smx           	CellStack           	20        
0x02bb02a9	clans.smx           	CellStack           	20        
0x02bc02aa	clans.smx           	CellStack           	20        
0x02bd02ab	clans.smx           	CellStack           	20        
0x02be02ac	clans.smx           	CellStack           	20        
0x02bf02ad	clans.smx           	CellStack           	20        
0x02c002ae	clans.smx           	CellStack           	20        
0x02c202b0	NONE                	ConVar              	112       
0x02c902b1	NONE                	ConVar              	112       
0x02c402b2	levelsranks.smx     	CellArray           	6292      
0x02c502b3	levelsranks.smx     	CellArray           	148       
0x02c602b4	levelsranks.smx     	Cookie              	-1        
0x02ca02b5	NONE                	ConVar              	112       
0x02cb02b6	NONE                	ConVar              	112       
0x02cc02b7	NONE                	ConVar              	112       
0x02cd02b8	NONE                	ConVar              	112       
0x02ce02b9	NONE                	ConVar              	112       
0x02cf02ba	NONE                	ConVar              	112       
0x02d102bb	NONE                	ConVar              	112       
0x02d202bc	NONE                	ConVar              	112       
0x02d302bd	NONE                	ConVar              	112       
0x02d402be	NONE                	ConVar              	112       
0x02d502bf	NONE                	ConVar              	112       
0x02d602c0	NONE                	ConVar              	112       
0x02d702c1	Blocker_passes.smx  	IBaseMenu           	241       
0x02d802c2	Blocker_passes.smx  	IBaseMenu           	213       
0x02d902c3	Blocker_passes.smx  	IBaseMenu           	251       
0x02da02c4	Blocker_passes.smx  	IBaseMenu           	373       
0x02db02c5	NONE                	ConVar              	112       
0x02dc02c6	NONE                	ConVar              	112       
0x02dd02c7	NONE                	ConVar              	112       
0x02de02c8	NONE                	ConVar              	112       
0x02df02c9	NONE                	ConVar              	112       
0x02e002ca	NONE                	ConVar              	112       
0x02e102cb	NONE                	ConVar              	112       
0x02e202cc	Blocker_passes.smx  	CellArray           	20        
0x02e302cd	ma_adminmenu.smx    	ITopMenu            	25636     
0x02e402ce	ma_adminmenu.smx    	CellArray           	2132      
0x02e602d0	ma_adminmenu.smx    	CellArray           	404       
0x02e702d1	ma_adminmenu.smx    	DataPack            	64        
0x02e902d2	VIP_Core.smx        	IDatabase           	-1        
0x02eb02d3	admin-flatfile.smx  	SMCParser           	32        
0x02ec02d4	admin-flatfile.smx  	SMCParser           	32        
0x02ed02d5	admin-flatfile.smx  	SMCParser           	32        
0x02ee02d6	admin-flatfile.smx  	SMCParser           	32        
0x02ef02d7	admin-flatfile.smx  	CellArray           	20        
0x030f02d8	ma_adminmenu.smx    	SMCParser           	32        
0x031002d9	ma_adminmenu.smx    	CellArray           	1044      
0x031102da	ma_adminmenu.smx    	CellArray           	1044      
0x034902db	csgo_case_opening.sm	KeyValues           	9630      
0x031302dc	csgo_case_opening.sm	CellArray           	163860    
0x03fc02dd	csgo_case_opening.sm	IBaseMenu           	776       
0x03fd02de	csgo_case_opening.sm	IBaseMenu           	896       
0x03fe02df	csgo_case_opening.sm	IBaseMenu           	776       
0x03ff02e0	csgo_case_opening.sm	IBaseMenu           	696       
0x040002e1	csgo_case_opening.sm	IBaseMenu           	756       
0x040102e2	csgo_case_opening.sm	IBaseMenu           	716       
0x040202e3	csgo_case_opening.sm	IBaseMenu           	636       
0x040302e4	csgo_case_opening.sm	IBaseMenu           	896       
0x040402e5	csgo_case_opening.sm	IBaseMenu           	716       
0x040502e6	csgo_case_opening.sm	IBaseMenu           	936       
0x040602e7	csgo_case_opening.sm	IBaseMenu           	696       
0x040702e8	csgo_case_opening.sm	IBaseMenu           	736       
0x040802e9	csgo_case_opening.sm	IBaseMenu           	776       
0x040902ea	csgo_case_opening.sm	IBaseMenu           	416       
0x040a02eb	csgo_case_opening.sm	IBaseMenu           	756       
0x040b02ec	csgo_case_opening.sm	IBaseMenu           	716       
0x040c02ed	csgo_case_opening.sm	IBaseMenu           	676       
0x040d02ee	csgo_case_opening.sm	IBaseMenu           	656       
0x040e02ef	csgo_case_opening.sm	IBaseMenu           	436       
0x040f02f0	csgo_case_opening.sm	IBaseMenu           	476       
0x041002f1	csgo_case_opening.sm	IBaseMenu           	696       
0x041102f2	csgo_case_opening.sm	IBaseMenu           	896       
0x041202f3	csgo_case_opening.sm	IBaseMenu           	696       
0x041302f4	csgo_case_opening.sm	IBaseMenu           	736       
0x041402f5	csgo_case_opening.sm	IBaseMenu           	816       
0x041502f6	csgo_case_opening.sm	IBaseMenu           	696       
0x041602f7	csgo_case_opening.sm	IBaseMenu           	676       
0x041702f8	csgo_case_opening.sm	IBaseMenu           	696       
0x041802f9	csgo_case_opening.sm	IBaseMenu           	676       
0x041902fa	csgo_case_opening.sm	IBaseMenu           	776       
0x041a02fb	csgo_case_opening.sm	IBaseMenu           	696       
0x041b02fc	csgo_case_opening.sm	IBaseMenu           	556       
0x041c02fd	csgo_case_opening.sm	IBaseMenu           	616       
0x041d02fe	csgo_case_opening.sm	IBaseMenu           	736       
0x041e02ff	csgo_case_opening.sm	IBaseMenu           	736       
0x041f0300	csgo_case_opening.sm	IBaseMenu           	736       
0x04200301	csgo_case_opening.sm	IBaseMenu           	736       
0x04210302	csgo_case_opening.sm	IBaseMenu           	736       
0x04220303	csgo_case_opening.sm	IBaseMenu           	736       
